13. NAJČEŠĆA PREZIMENA, POPIS 2011.;;;;;;;;;;;;
Ime županije;Grad ili općina;"Ime grada ili
općine";Najčešća prezimena 1);;;;;;;;;
;;;1;2;3;4;5;6;7;8;9;10
Istarska;Općina;Sveti Petar u Šumi;PAMIĆ;BANOVAC;JURMAN;TURČINOVIĆ;ZGRABLIĆ;UDOVIČIĆ;FRANJUL;BRATULIĆ;SRBLIN;HEKIĆ
Istarska;Općina;Svetvinčenat;PERKOVIĆ;MACAN;BILIĆ;DOBLANOVIĆ;MILOVAN;BURŠIĆ;PERŠIĆ;PAČIĆ;BUTKOVIĆ;MATIJAŠ
Istarska;Općina;Tar-Vabriga - Torre-Abrega;STOJNIĆ;RADOJKOVIĆ;LABINAC;MOMIĆ;BLAŽEVIĆ;MUŠKOVIĆ;KERIN;KOCIJANČIĆ;ROŠA;ŽUŽIĆ
Istarska;Općina;Tinjan;MOFARDIN;BANKO;JAKUS;FABRIS;ANTOLOVIĆ;PRENC;RADETIĆ;BREČEVIĆ;ŠURAN;HRVATIN
Istarska;Općina;Višnjan - Visignano;ŽIKOVIĆ;SINOŽIĆ;KORLEVIĆ;MATIĆ;ŠTIFANIĆ;GAŠPARINI;KORACA;PERHAT;SMOLICA;RADOVAN
Istarska;Općina;Vižinada - Visinada;RITOŠA;FERENAC;ŠIMONOVIĆ;BEAKOVIĆ;RADEŠIĆ;DOBRILOVIĆ;FATORIĆ;MARKOVIĆ;ARMAN;BERNOBIĆ
Istarska;Općina;Vrsar - Orsera;MARAS;POPOVIĆ;BRAJKOVIĆ;LIGOVIĆ;POROPAT;ŽIKOVIĆ;DEAK;MATOŠEVIĆ;ŠVERKO;KAZALAC
Istarska;Općina;Žminj;ORBANIĆ;DAMIJANIĆ;PAMIĆ;GALANT;ŽUFIĆ;MATIKA;MODRUŠAN;BOŽAC;BENČIĆ;KRIŽANAC
Dubrovačko-neretvanska; ;;MATIĆ;ŽUVELA;ŠEPAROVIĆ;PAVLOVIĆ;SRŠEN;JERKOVIĆ;VOLAREVIĆ;JURKOVIĆ;MARINOVIĆ;RADIĆ
Dubrovačko-neretvanska;Grad;Dubrovnik;PAVLOVIĆ;MATIĆ;LUČIĆ;RADIĆ;RAGUŽ;ŠIMUNOVIĆ;MARIĆ;BUTIGAN;PRKAČIN;NJIRIĆ
Dubrovačko-neretvanska;Grad;Korčula;BOTICA;TOMIĆ;SKOKANDIĆ;LAUS;ŠEGEDIN;ŠAIN;SILIĆ;FARAC;MARELIĆ;CURAĆ
Dubrovačko-neretvanska;Grad;Metković;VOLAREVIĆ;BEBIĆ;JURKOVIĆ;ŠILJEG;DOMINIKOVIĆ;JERKOVIĆ;ILIĆ;MATIĆ;MARUŠIĆ;JAKIĆ
Dubrovačko-neretvanska;Grad;Opuzen;POPOVIĆ;BJELIŠ;PROVIĆ;MATAGA;ČOVIĆ;BABIĆ;MUSTAPIĆ;CURIĆ;TUTAVAC;ODAK
Dubrovačko-neretvanska;Grad;Ploče;ŠUNJIĆ;BARBIR;MEDAK;ŽDERIĆ;NIKOLAC;ŠTRBIĆ;VLAHOVIĆ;GRGURINOVIĆ;MUSULIN;MAREVIĆ
Dubrovačko-neretvanska;Općina;Blato;ŠEPAROVIĆ;SARDELIĆ;BAČIĆ;ŽANETIĆ;BOSNIĆ;MARINOVIĆ;ŽUVELA;PETKOVIĆ;GAVRANIĆ;CETINIĆ
Dubrovačko-neretvanska;Općina;Dubrovačko primorje;RADIĆ;KRALJEVIĆ;MILIĆ;BRBORA;KMETOVIĆ;MATIĆ;ŠIMUNOVIĆ;PERUŠINA;MILJEVIĆ;BAZDAN
Dubrovačko-neretvanska;Općina;Janjina;JASPRICA;ŠEGOVIĆ;KALAFATOVIĆ;PEKIĆ;HERCEG;MRATOVIĆ;POLUTA;MARKIĆ;ANTIČEVIĆ;NOŽICA
Dubrovačko-neretvanska;Općina;Konavle;ČUPIĆ;OBRADOVIĆ;DROBAC;SKURIĆ;KRALJ;VIDAK;DERANJA;PUŠIĆ;CVJETKOVIĆ;BRAILO
Dubrovačko-neretvanska;Općina;Kula Norinska;VUČKOVIĆ;JERKOVIĆ;BATINOVIĆ;UJDUR;JELČIĆ;GNJEČ;MAREVIĆ;ĆELIĆ;KRSTIČEVIĆ;NIKOLIĆ
Dubrovačko-neretvanska;Općina;Lastovo;LEŠIĆ;BARBIĆ;IVELJA;FRLAN;JURICA;KATIĆ;ANTICA;SIMIĆ;GLUMAC;ŠKRATULJA
Dubrovačko-neretvanska;Općina;Lumbarda;MILINA;JURJEVIĆ;MUŠIĆ;ŠESTANOVIĆ;KRILETIĆ;NOBILO;LOZICA;LIPANOVIĆ;RADOVAN;BATISTIĆ
Dubrovačko-neretvanska;Općina;Mljet;STRAŽIČIĆ;MATANA;HAJDIĆ;DABELIĆ;SRŠEN;HAZDOVAC;NODILO;MARKOVIĆ;MARKET;BAŠICA
Dubrovačko-neretvanska;Općina;Orebić;TOLJ;ROSO;GRLJUŠIĆ;BIKIĆ;VIOLIĆ;KURILJ;RADIĆ;VEKIĆ;ANTUNOVIĆ;BRKIĆ
Dubrovačko-neretvanska;Općina;Pojezerje;ČOTIĆ;DOMINIKOVIĆ;KURAN;ZLOIĆ;ANTUNOVIĆ;ŠPANJIĆ;MATIĆ;PEAR;NIŽIĆ;KEŽIĆ
Dubrovačko-neretvanska;Općina;Slivno;SRŠEN;DRAGOBRATOVIĆ;BJELIŠ;BABIĆ;BARTULOVIĆ;POPOVIĆ;KADIJEVIĆ;MUSTAPIĆ;CURIĆ;PALINIĆ
Dubrovačko-neretvanska;Općina;Smokvica;PECOTIĆ;BANIČEVIĆ;TOMAŠIĆ;RADOVANOVIĆ;SALEČIĆ;DIDOVIĆ;PEŠELJ;KORUNIĆ;KUNJAŠIĆ;BLEUŠ
Dubrovačko-neretvanska;Općina;Ston;FRANUŠIĆ;GLAVOR;PINČEVIĆ;DALMATIN;LEDINIĆ;MARLAIS;VLAŠIĆ;KRILE;ŽILE;ŠKRABO
Dubrovačko-neretvanska;Općina;Trpanj;ROSO;IVANDIĆ;DIVKOVIĆ;SKOKANDIĆ;DUJMOVIĆ;MILINOVIĆ;FERRI;ŠEGETIN;Z;Z
Dubrovačko-neretvanska;Općina;Vela Luka;ŽUVELA;DRAGOJEVIĆ;OREB;ŠEPAROVIĆ;SURJAN;PADOVAN;PRIŽMIĆ;BARČOT;MIROŠEVIĆ;TABAIN
Dubrovačko-neretvanska;Općina;Zažablje;VIDOVIĆ;MATIĆ;GALOV;BARIŠIĆ;SRŠEN;IVANKOVIĆ;VRNOGA;MIJOČ;POPOVIĆ;VERAJA
Dubrovačko-neretvanska;Općina;Župa dubrovačka;MILOSLAVIĆ;RAGUŽ;LUČIĆ;RADIĆ;SAMBRAILO;KRISTOVIĆ;GRBIĆ;MILETIĆ;VLAŠIĆ;KRMEK
Međimurska; ;;NOVAK;HORVAT;ORŠOŠ;ORŠUŠ;IGNAC;KOVAČIĆ;ZADRAVEC;MESARIĆ;BALOG;KOVAČ
Međimurska;Grad;Čakovec;NOVAK;HORVAT;IGNAC;ORŠUŠ;VARGA;KOVAČIĆ;TOPLEK;MESARIĆ;VUGRINEC;VRBANEC
Međimurska;Grad;Mursko Središće;NOVAK;HORVAT;TURK;ZADRAVEC;TRSTENJAK;BOGDAN;KOVAČIĆ;TUKSAR;ŽGANEC;RADIKOVIĆ
Međimurska;Grad;Prelog;HORVAT;NOVAK;SLAVIČEK;BALENT;GLAVINA;MIKEC;BERMANEC;BELIĆ;KALŠAN;VUK
Međimurska;Općina;Belica;NOVAK;BAKSA;HERMAN;KOLARIĆ;HORVAT;HAJDAROVIĆ;ŠKVORC;DODLEK;OBADIĆ;MESARIĆ
Međimurska;Općina;Dekanovec;NOVAK;ŽERJAV;MUČIĆ;ĐURKIN;PINTARIĆ;KOLARIĆ;ROB;TOMAŠEK;HORVAT;MESAREK
Međimurska;Općina;Domašinec;KOVAČ;NOVAK;FURDI;LISJAK;HORVAT;TOT;ORŠUŠ;MEZGA;KRZNAR;TOMAŠEK
Međimurska;Općina;Donja Dubrava;HORVAT;ČIŽMEŠIJA;ŠTEFIĆ;RUSAK;MIKULAN;BRLJAK;LISJAK;MISER;FABIĆ;ŽINIĆ
Međimurska;Općina;Donji Kraljevec;HORVAT;SABOL;KOVAČ;ZRNA;VLAHEK;KOLARIĆ;BLAGUS;NOVAK;BARANAŠIĆ;VADLJA
Međimurska;Općina;Donji Vidovec;LUKŠA;MATULIN;NESTIĆ;KUZMIĆ;HORVAT;FRIŠČIĆ;ZVONAR;CENKO;LOVREK;DOMINIĆ
Međimurska;Općina;Goričan;MESARIĆ;BAŠNEC;HORVAT;MARĐETKO;GUDLIN;PONGRAC;VADLJA;HRANJEC;IVANOVIĆ;BERGOVEC
Međimurska;Općina;Gornji Mihaljevec;NOVAK;HORVAT;LOVREC;CMREČNJAK;SRŠA;ZADRAVEC;ŠAFARIĆ;JAMBROVIĆ;LADIĆ;POSEL
Međimurska;Općina;Kotoriba;HORVAT;ORŠOŠ;FUNDAK;BALOG;MATOTEK;ŠKODA;LATIN;FUŠ;SILADI;BOGDAN
Međimurska;Općina;Mala Subotica;HORVAT;ORŠOŠ;ORŠUŠ;NOVAK;IGNAC;JANKOVIĆ;JANČEC;JURAS;PINTARIĆ;CIRKVENČIĆ
Međimurska;Općina;Nedelišće;HORVAT;NOVAK;ORŠOŠ;POSAVEC;MARCIUŠ;BALOG;ORŠUŠ;IGNAC;PINTARIĆ;BRANILOVIĆ
Međimurska;Općina;Orehovica;HORVAT;IGNAC;ORŠUŠ;BALOG;NOVAK;BOGDAN;POŽGAJ;BRANOVIĆ;ORŠOŠ;KLOBUČARIĆ
Međimurska;Općina;Podturen;NOVAK;HORVAT;VARGA;BALOG;ŠKVORC;KOVAČ;BOBIČANEC;CEROVEC;DRK;JAMBROŠIĆ
Međimurska;Općina;Pribislavec;IGNAC;ORŠOŠ;HORVAT;NOVAK;ORŠUŠ;LESJAK;BALOG;MIHALIC;OKREŠA;VARGA
Međimurska;Općina;Selnica;NOVAK;TURK;ZADRAVEC;SKLEPIĆ;VINKO;ŠKVORC;BISTROVIĆ;KRALJIĆ;FLAC;ČURIN
Međimurska;Općina;Strahoninec;NOVAK;HORVAT;VRBANEC;KOVAČ;POSAVEC;BUJAN;VARGA;VIDOVIĆ;BISTROVIĆ;MARCIUŠ
Međimurska;Općina;Sveta Marija;PONGRAC;MUSTAČ;OREHOVEC;BARTOLIĆ;POLJAK;KVAKAN;IGREC;GAŠPARIĆ;KANIŽAJ;ZADRAVEC
Međimurska;Općina;Sveti Juraj na Bregu;NOVAK;HORVAT;ŠAFARIĆ;MESARIĆ;KOVAČIĆ;PINTARIĆ;TOMAŠIĆ;ŠKVORC;ZADRAVEC;BISTROVIĆ
Međimurska;Općina;Sveti Martin na Muri;PERČIĆ;NOVAK;OLETIĆ;KARLOVČEC;GORIČANEC;BOGDAN;KUTNJAK;VINKO;SOBOČAN;SRŠA
Međimurska;Općina;Šenkovec;NOVAK;HORVAT;TOPLEK;VARGA;VUK;KOZJAK;KOVAČIĆ;MESARIĆ;VUGRINEC;ZEMLJIĆ
Međimurska;Općina;Štrigova;NOVAK;HORVAT;KOVAČIĆ;ZADRAVEC;JAKOPIĆ;KUTNJAK;NEMEC;JAMBROVIĆ;BOGDAN;KOCEN
Međimurska;Općina;Vratišinec;NOVAK;TUKSAR;ZADRAVEC;HORVAT;ŽGANEC;MUNĐAR;ŠKVORC;KOVAČIĆ;MAĐARIĆ;TKALEC
Grad Zagreb; ;Grad Zagreb;HORVAT;BABIĆ;MARIĆ;KOVAČEVIĆ;KOVAČIĆ;MARKOVIĆ;MATIĆ;JURIĆ;PETROVIĆ;NOVAK
Grad Zagreb;Gradska četvrt;Brezovica;KOVAČIĆ;BABIĆ;ŠIRANOVIĆ;HORVAT;PRŠIR;JANJEČIĆ;KALAJ;PEČEK;CEROVSKI;BUHIN
Grad Zagreb;Gradska četvrt;Črnomerec;HORVAT;BABIĆ;KOVAČEVIĆ;MARIĆ;KOVAČIĆ;TOMIĆ;MARKOVIĆ;BARIĆ;ŠARIĆ;NOVAK
Grad Zagreb;Gradska četvrt;Donja Dubrava;PALIĆ;GLASNOVIĆ;BERIŠIĆ;ĐURIĆ;HORVAT;MARIĆ;MATIĆ;ČIBARIĆ;BRKIĆ;JOZIĆ
Grad Zagreb;Gradska četvrt;Donji Grad;HORVAT;KOVAČIĆ;KOVAČEVIĆ;MARKOVIĆ;BABIĆ;MARIĆ;PETROVIĆ;POPOVIĆ;KOVAČ;BOŽIĆ
Grad Zagreb;Gradska četvrt;Gornja Dubrava;PALIĆ;GLASNOVIĆ;HORVAT;BERIŠIĆ;MATIĆ;MARKOVIĆ;NOVAK;BRKIĆ;ĐURIĆ;SRUK
Grad Zagreb;Gradska četvrt;Gornji Grad-Medveščak;BABIĆ;HORVAT;NOVAK;KOVAČEVIĆ;PETROVIĆ;POPOVIĆ;MARIĆ;KOVAČIĆ;TOMIĆ;ŽIVKOVIĆ
Grad Zagreb;Gradska četvrt;Maksimir;HORVAT;MATIĆ;MARIĆ;NOVAK;KOVAČ;KOVAČEVIĆ;KOVAČIĆ;MARKOVIĆ;BABIĆ;PETROVIĆ
Grad Zagreb;Gradska četvrt;Novi Zagreb-istok;HORVAT;KOVAČEVIĆ;BABIĆ;MARIĆ;MARKOVIĆ;TOMIĆ;PETROVIĆ;KOVAČIĆ;KNEŽEVIĆ;BEDEKOVIĆ
Grad Zagreb;Gradska četvrt;Novi Zagreb-zapad;MARIĆ;HORVAT;JURIĆ;KOVAČEVIĆ;MATIĆ;BABIĆ;MARKOVIĆ;KNEŽEVIĆ;PETROVIĆ;BOŽIĆ
Grad Zagreb;Gradska četvrt;Pešćenica-Žitnjak;HORVAT;MARIĆ;JURIĆ;KOVAČEVIĆ;PETROVIĆ;PERIĆ;KNEŽEVIĆ;KLARIĆ;TOMIĆ;BABIĆ
Grad Zagreb;Gradska četvrt;Podsljeme;HADŽIĆ;ŠELENDIĆ;KOBASIĆ;HUZANIĆ;ROČIĆ;MIKLEC;FERENČAK;LUKAČIN;HORVATIĆ;KOMUŠAR
Grad Zagreb;Gradska četvrt;Podsused-Vrapče;HORVAT;MARKOVIĆ;NOVOSEL;KOS;CVETKOVIĆ;BABIĆ;MATIĆ;BARBARIĆ;KOVAČEVIĆ;PETROVIĆ
Grad Zagreb;Gradska četvrt;Sesvete;FILIPOVIĆ;KOVAČIĆ;BABIĆ;MARIĆ;PAVLOVIĆ;HORVAT;ŠIMIĆ;MARKOVIĆ;KRALJ;JURIĆ
Grad Zagreb;Gradska četvrt;Stenjevec;HORVAT;MARIĆ;BABIĆ;JURIĆ;TOMIĆ;KOVAČIĆ;GALIĆ;KOVAČEVIĆ;KNEŽEVIĆ;BOŠNJAK
Grad Zagreb;Gradska četvrt;Trešnjevka-jug;HORVAT;KOVAČEVIĆ;MARIĆ;BABIĆ;MARKOVIĆ;KOVAČ;MATIĆ;PETROVIĆ;NOVAK;KOVAČIĆ
Grad Zagreb;Gradska četvrt;Trešnjevka-sjever;HORVAT;BABIĆ;KOVAČEVIĆ;KOVAČIĆ;KOVAČ;MARKOVIĆ;NOVAK;PAVIĆ;PAVLOVIĆ;KNEŽEVIĆ
Grad Zagreb;Gradska četvrt;Trnje;HORVAT;PETROVIĆ;KOVAČEVIĆ;NOVAK;BABIĆ;MARKOVIĆ;POPOVIĆ;PAVLOVIĆ;KOVAČIĆ;KNEŽEVIĆ
1) Z - agregirani podaci čija je frekvencija manja od 10 jedinica tretiraju se kao povjerljivi i stoga se ne objavljuju;;;;;;;;;;;;
